Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units
140,06,059,,,062641,Census Tract 626.41,4249,1488,2171,48,5,418,5,1,113,1880,1764,116
140,06,059,,,062642,Census Tract 626.42,2832,89,2534,11,1,148,0,0,49,1362,1297,65
140,06,059,,,062643,Census Tract 626.43,7246,344,5195,38,4,1352,0,22,291,2942,2661,281
140,06,059,,,062644,Census Tract 626.44,8249,517,6802,67,7,638,3,15,200,3486,3305,181
140,06,059,,,062645,Census Tract 626.45,6084,314,4661,28,5,846,4,13,213,2700,2519,181
140,06,059,,,062646,Census Tract 626.46,3257,139,2701,19,7,343,2,6,40,2872,2364,508
140,06,059,,,062647,Census Tract 626.47,4123,702,2678,32,4,615,1,4,87,2413,2080,333
140,06,059,,,062648,Census Tract 626.48,2774,115,2370,18,4,233,0,4,30,2255,1961,294
140,06,059,,,062649,Census Tract 626.49,3257,301,2622,40,2,244,2,2,44,2173,1964,209
140,06,059,,,062701,Census Tract 627.01,2800,139,2502,14,7,79,8,7,44,1647,1410,237
140,06,059,,,062702,Census Tract 627.02,4713,283,4168,16,9,153,3,6,75,2695,2407,288
140,06,059,,,062800,Census Tract 628,4220,270,3741,35,11,84,8,7,64,2951,2094,857
140,06,059,,,062900,Census Tract 629,1626,74,1498,3,1,33,4,0,13,935,765,170
140,06,059,,,063004,Census Tract 630.04,5917,367,4903,53,13,421,8,9,143,3458,3174,284
140,06,059,,,063005,Census Tract 630.05,1365,65,1181,13,1,87,2,2,14,961,789,172
140,06,059,,,063006,Census Tract 630.06,2756,120,2552,10,9,35,0,2,28,2111,1526,585
140,06,059,,,063007,Census Tract 630.07,6958,514,5542,36,15,673,1,10,167,3180,2977,203
140,06,059,,,063008,Census Tract 630.08,857,50,753,7,1,39,0,0,7,670,536,134
140,06,059,,,063009,Census Tract 630.09,1674,107,1385,7,11,131,3,1,29,737,698,39
140,06,059,,,063010,Census Tract 630.10,7096,624,5851,57,9,372,4,22,157,3364,3238,126
140,06,059,,,063101,Census Tract 631.01,2733,535,1829,48,13,214,5,8,81,1272,1194,78
140,06,059,,,063102,Census Tract 631.02,6257,873,4851,38,15,265,10,11,194,2953,2799,154
140,06,059,,,063103,Census Tract 631.03,2643,236,2238,21,7,53,8,7,73,1107,1061,46
140,06,059,,,063201,Census Tract 632.01,3801,625,2805,35,13,176,4,12,131,1693,1603,90
140,06,059,,,063202,Census Tract 632.02,3556,690,2654,11,5,104,6,5,81,1579,1524,55
140,06,059,,,063301,Census Tract 633.01,2941,399,2280,27,10,114,15,8,88,1473,1400,73
140,06,059,,,063302,Census Tract 633.02,4165,451,3465,26,3,95,8,4,113,1730,1660,70
140,06,059,,,063400,Census Tract 634,4795,269,4260,23,6,135,7,10,85,2174,1968,206
140,06,059,,,063500,Census Tract 635,5775,492,4888,44,13,198,19,8,113,3669,2675,994
140,06,059,,,063601,Census Tract 636.01,3647,1051,2286,19,14,133,12,8,124,1377,1314,63
140,06,059,,,063603,Census Tract 636.03,6223,932,4749,68,15,279,9,19,152,3393,3056,337
140,06,059,,,063604,Census Tract 636.04,3835,2214,1378,31,2,144,9,9,48,1442,1362,80
140,06,059,,,063605,Census Tract 636.05,5672,4277,1116,58,9,96,11,20,85,1508,1429,79
140,06,059,,,063701,Census Tract 637.01,6266,4867,1029,61,10,199,31,21,48,1709,1647,62
140,06,059,,,063702,Census Tract 637.02,5767,3125,2153,61,15,300,7,6,100,2130,1999,131
140,06,059,,,063802,Census Tract 638.02,2914,529,2130,19,11,130,7,5,83,1065,1033,32
140,06,059,,,063803,Census Tract 638.03,4437,1389,2719,43,3,171,4,6,102,1662,1628,34
140,06,059,,,063805,Census Tract 638.05,2415,386,1758,23,5,180,3,5,55,904,887,17
140,06,059,,,063806,Census Tract 638.06,3790,736,2705,20,7,190,22,9,101,1420,1375,45
140,06,059,,,063807,Census Tract 638.07,4957,1081,2884,145,17,685,26,6,113,2017,1931,86
140,06,059,,,063808,Census Tract 638.08,6393,4764,1232,68,25,195,35,9,65,1629,1572,57
140,06,059,,,063902,Census Tract 639.02,6670,2141,3225,133,18,850,30,20,253,2744,2597,147
140,06,059,,,063903,Census Tract 639.03,3957,1441,1707,42,4,618,36,2,107,1146,1119,27
140,06,059,,,063904,Census Tract 639.04,4658,2070,1865,43,9,534,58,8,71,1314,1287,27
140,06,059,,,063905,Census Tract 639.05,4375,888,2968,47,8,315,16,13,120,1879,1764,115
140,06,059,,,063906,Census Tract 639.06,6591,2897,2913,89,28,410,75,23,156,2318,2219,99
140,06,059,,,063907,Census Tract 639.07,6994,1097,3781,148,17,1622,29,22,278,3571,3224,347
140,06,059,,,063908,Census Tract 639.08,5430,1381,2686,142,12,954,35,12,208,2599,2326,273
140,06,059,,,074003,Census Tract 740.03,3137,2388,373,38,4,285,22,2,25,1178,793,385
140,06,059,,,074004,Census Tract 740.04,7444,4364,1448,188,7,1250,25,8,154,2279,2177,102
140,06,059,,,074005,Census Tract 740.05,7432,5557,665,63,17,977,66,17,70,1628,1483,145
140,06,059,,,074006,Census Tract 740.06,5555,3716,938,145,2,647,28,5,74,1993,1861,132
140,06,059,,,074102,Census Tract 741.02,6819,5753,284,58,4,675,21,4,20,1317,1273,44
140,06,059,,,074103,Census Tract 741.03,5026,4612,213,21,19,131,10,0,20,925,897,28
140,06,059,,,074106,Census Tract 741.06,6015,3786,1252,133,14,669,33,19,109,1894,1801,93
140,06,059,,,074107,Census Tract 741.07,5512,1978,2039,107,8,1218,16,9,137,2648,2441,207
140,06,059,,,074108,Census Tract 741.08,5226,4623,200,26,3,321,22,6,25,920,903,17
140,06,059,,,074109,Census Tract 741.09,3801,3398,134,23,9,218,14,3,2,665,648,17
140,06,059,,,074110,Census Tract 741.10,3843,1650,557,66,9,1467,11,4,79,953,947,6
140,06,059,,,074111,Census Tract 741.11,5568,3694,767,96,3,927,5,3,73,1369,1334,35
140,06,059,,,074200,Census Tract 742,9450,8995,262,12,9,130,4,8,30,1757,1697,60
140,06,059,,,074300,Census Tract 743,4392,4216,115,4,5,41,2,6,3,812,786,26
140,06,059,,,074403,Census Tract 744.03,5688,5382,129,12,6,129,9,2,19,1294,1247,47
140,06,059,,,074405,Census Tract 744.05,5820,5289,345,34,5,114,6,5,22,1468,1395,73
140,06,059,,,074406,Census Tract 744.06,3797,3335,301,48,6,69,8,13,17,999,919,80
140,06,059,,,074407,Census Tract 744.07,6700,5865,455,88,5,224,13,16,34,1816,1724,92
140,06,059,,,074408,Census Tract 744.08,5399,4212,624,144,15,307,38,9,50,1640,1527,113
140,06,059,,,074501,Census Tract 745.01,6880,6047,78,7,14,674,9,19,32,1391,1321,70
140,06,059,,,074502,Census Tract 745.02,5674,5203,143,14,5,280,17,6,6,1008,975,33
140,06,059,,,074601,Census Tract 746.01,8286,7630,507,20,5,94,7,3,20,1692,1634,58
140,06,059,,,074602,Census Tract 746.02,9156,8821,225,31,13,52,2,3,9,1705,1641,64
140,06,059,,,074701,Census Tract 747.01,8346,7875,145,57,15,215,18,6,15,1426,1386,40
140,06,059,,,074702,Census Tract 747.02,6316,6094,146,15,1,47,6,3,4,1118,1083,35
140,06,059,,,074801,Census Tract 748.01,5499,5124,67,148,19,116,10,4,11,969,934,35
140,06,059,,,074802,Census Tract 748.02,5845,5298,171,70,15,242,26,4,19,1114,1082,32
140,06,059,,,074803,Census Tract 748.03,9053,7043,420,81,8,1447,11,4,39,1833,1757,76
140,06,059,,,074805,Census Tract 748.05,5962,5668,83,79,0,111,3,10,8,1121,1070,51
140,06,059,,,074806,Census Tract 748.06,5057,4769,60,88,6,105,22,5,2,899,858,41
140,06,059,,,074901,Census Tract 749.01,9170,8663,150,18,16,281,9,17,16,1927,1825,102
140,06,059,,,074902,Census Tract 749.02,6627,6449,105,5,6,54,1,4,3,1193,1143,50
140,06,059,,,075002,Census Tract 750.02,8605,7407,528,108,12,506,3,8,33,2401,2275,126
140,06,059,,,075003,Census Tract 750.03,7408,7081,234,26,12,21,2,5,27,1712,1642,70
140,06,059,,,075004,Census Tract 750.04,5245,4952,206,32,2,32,4,6,11,1315,1253,62
140,06,059,,,075100,Census Tract 751,9983,7473,1688,227,9,476,19,33,58,2057,1968,89
140,06,059,,,075201,Census Tract 752.01,5822,5375,112,61,16,235,4,9,10,1116,1081,35
140,06,059,,,075202,Census Tract 752.02,5753,5286,214,58,14,159,2,7,13,1140,1097,43
140,06,059,,,075301,Census Tract 753.01,5712,3811,1124,81,15,571,34,2,74,1615,1564,51
140,06,059,,,075302,Census Tract 753.02,4481,3549,596,76,4,211,11,7,27,1133,1097,36
140,06,059,,,075303,Census Tract 753.03,3412,1441,1671,46,5,173,6,8,62,1287,1234,53
140,06,059,,,075401,Census Tract 754.01,3895,2082,1518,48,18,173,7,4,45,1276,1225,51
140,06,059,,,075403,Census Tract 754.03,7081,4583,1787,155,14,440,13,14,75,2500,2373,127
140,06,059,,,075404,Census Tract 754.04,6347,4000,1665,103,19,435,21,17,87,2154,2046,108
140,06,059,,,075405,Census Tract 754.05,2980,1458,1244,53,6,174,0,3,42,982,956,26
140,06,059,,,075504,Census Tract 755.04,4041,1155,2408,58,12,297,14,15,82,1590,1533,57
140,06,059,,,075505,Census Tract 755.05,3599,1478,1509,55,26,413,21,15,82,1474,1387,87
140,06,059,,,075506,Census Tract 755.06,3437,928,1861,54,16,448,17,2,111,1207,1157,50
140,06,059,,,075507,Census Tract 755.07,5187,2582,1517,149,17,757,27,13,125,2010,1843,167
140,06,059,,,075512,Census Tract 755.12,3548,2036,701,75,6,626,19,1,84,1194,1092,102
140,06,059,,,075513,Census Tract 755.13,5074,2737,1236,180,2,807,6,18,88,1552,1510,42
140,06,059,,,075514,Census Tract 755.14,3703,2455,587,87,4,507,4,10,49,1184,1109,75
140,06,059,,,075515,Census Tract 755.15,15295,5803,3836,342,24,4728,67,36,459,5626,5180,446
140,06,059,,,075603,Census Tract 756.03,3790,718,2680,24,5,260,7,4,92,1419,1376,43
140,06,059,,,075604,Census Tract 756.04,7487,757,5538,44,10,927,1,14,196,2738,2659,79
140,06,059,,,075605,Census Tract 756.05,5776,650,3909,47,7,969,5,20,169,2183,2138,45
140,06,059,,,075606,Census Tract 756.06,6941,638,4810,32,24,1212,3,16,206,2398,2280,118
140,06,059,,,075607,Census Tract 756.07,6065,712,3261,119,7,1725,10,12,219,2960,2813,147
140,06,059,,,075701,Census Tract 757.01,6879,3031,3009,145,10,486,56,13,129,2181,2094,87
140,06,059,,,075702,Census Tract 757.02,3343,645,2374,18,2,217,19,1,67,1168,1142,26
140,06,059,,,075703,Census Tract 757.03,4069,432,3113,16,10,398,8,11,81,1391,1357,34
140,06,059,,,075805,Census Tract 758.05,4213,2061,1841,39,9,196,2,1,64,1374,1328,46
140,06,059,,,075806,Census Tract 758.06,6121,2945,2542,83,15,422,16,5,93,2146,2065,81
140,06,059,,,075807,Census Tract 758.07,4324,1754,1959,62,20,422,11,14,82,1253,1218,35
140,06,059,,,075808,Census Tract 758.08,3404,802,2295,29,10,166,10,8,84,1153,1132,21
140,06,059,,,075809,Census Tract 758.09,3023,305,2255,14,12,374,2,0,61,1082,1060,22
140,06,059,,,075810,Census Tract 758.10,3046,348,2092,31,14,497,0,11,53,1019,1000,19
140,06,059,,,075811,Census Tract 758.11,3332,1919,1128,28,6,190,7,1,53,810,788,22
140,06,059,,,075812,Census Tract 758.12,6573,3474,2566,62,16,349,9,13,84,1911,1855,56
140,06,059,,,075813,Census Tract 758.13,5069,1268,2842,26,20,752,8,8,145,1746,1677,69
140,06,059,,,075814,Census Tract 758.14,3327,339,1978,25,5,884,8,8,80,1186,1165,21
140,06,059,,,075815,Census Tract 758.15,5176,2147,2559,44,13,301,19,11,82,1635,1598,37
140,06,059,,,075816,Census Tract 758.16,3709,1643,1326,82,6,538,11,13,90,1232,1180,52
140,06,059,,,075901,Census Tract 759.01,4126,1686,2112,63,19,128,24,2,92,1698,1625,73
140,06,059,,,075902,Census Tract 759.02,6548,2672,3322,86,16,280,18,19,135,2920,2742,178
140,06,059,,,076000,Census Tract 760,8371,3741,3312,177,26,925,22,18,150,3334,3061,273
140,06,059,,,076101,Census Tract 761.01,8933,4117,2917,218,22,1381,32,21,225,3705,3252,453
140,06,059,,,076102,Census Tract 761.02,7487,3786,1890,331,14,1337,40,16,73,1694,1618,76
140,06,059,,,076103,Census Tract 761.03,9137,5549,1275,131,19,2006,48,10,99,2538,2437,101
140,06,059,,,076201,Census Tract 762.01,6772,1921,3424,133,10,1130,13,12,129,2500,2380,120
140,06,059,,,076202,Census Tract 762.02,5812,2246,2863,109,28,419,35,4,108,2005,1919,86
140,06,059,,,076204,Census Tract 762.04,4492,3089,949,47,15,310,18,13,51,1214,1178,36
140,06,059,,,076205,Census Tract 762.05,6847,2402,3673,84,24,461,11,6,186,1669,1622,47
140,06,059,,,076206,Census Tract 762.06,4517,1530,2625,36,9,231,3,2,81,1629,1583,46
140,06,059,,,076208,Census Tract 762.08,4999,1452,2877,87,18,447,6,5,107,1728,1640,88
140,06,059,,,086301,Census Tract 863.01,7474,5457,1290,85,8,549,20,9,56,1784,1740,44
140,06,059,,,086303,Census Tract 863.03,6212,2714,2119,168,15,1014,17,7,158,2591,2350,241
140,06,059,,,086304,Census Tract 863.04,4847,2628,1553,66,16,455,32,8,89,1734,1659,75
140,06,059,,,086305,Census Tract 863.05,4006,1695,1537,48,7,654,11,5,49,1130,1111,19
140,06,059,,,086306,Census Tract 863.06,3658,1779,1195,95,8,482,21,9,69,1312,1182,130
140,06,059,,,086402,Census Tract 864.02,5651,3887,1141,69,13,445,12,12,72,1406,1367,39
140,06,059,,,086404,Census Tract 864.04,6546,5037,664,46,20,714,5,5,55,1498,1451,47
140,06,059,,,086405,Census Tract 864.05,6578,5342,802,105,13,246,9,10,51,1740,1540,200
140,06,059,,,086406,Census Tract 864.06,4330,2576,1087,77,12,484,11,7,76,1394,1306,88
140,06,059,,,086407,Census Tract 864.07,6488,3493,1964,180,12,647,53,11,128,2125,2046,79
140,06,059,,,086501,Census Tract 865.01,4848,4057,602,29,6,92,4,19,39,1199,1122,77
140,06,059,,,086502,Census Tract 865.02,6551,6048,278,34,16,121,12,13,29,1397,1322,75
140,06,059,,,086601,Census Tract 866.01,9584,7915,786,215,8,524,13,16,107,2454,2302,152
140,06,059,,,086602,Census Tract 866.02,6131,4001,1087,169,10,753,25,15,71,1737,1614,123
140,06,059,,,086701,Census Tract 867.01,8876,5026,2026,197,16,1440,40,5,126,2505,2403,102
140,06,059,,,086702,Census Tract 867.02,7094,4751,1041,307,8,821,41,7,118,1932,1832,100
140,06,059,,,086801,Census Tract 868.01,3267,1245,1171,50,4,694,19,4,80,979,954,25
140,06,059,,,086802,Census Tract 868.02,5913,3253,1125,164,10,1260,9,5,87,1556,1510,46
140,06,059,,,086803,Census Tract 868.03,7478,2485,2247,414,17,2060,39,28,188,2781,2594,187
140,06,059,,,086901,Census Tract 869.01,8725,4367,2068,376,23,1601,75,18,197,2852,2642,210
140,06,059,,,086902,Census Tract 869.02,5614,1859,1938,212,8,1408,47,2,140,1817,1696,121
140,06,059,,,086903,Census Tract 869.03,6861,3666,1565,273,7,1093,100,7,150,2063,1936,127
140,06,059,,,087001,Census Tract 870.01,5537,2739,1428,277,12,922,30,22,107,1682,1597,85
140,06,059,,,087002,Census Tract 870.02,6922,2773,2183,260,20,1482,64,10,130,2314,2192,122
140,06,059,,,087101,Census Tract 871.01,4635,1756,1051,183,11,1501,11,18,104,1900,1750,150
140,06,059,,,087102,Census Tract 871.02,5816,3533,928,212,9,1025,13,7,89,1676,1535,141
140,06,059,,,087103,Census Tract 871.03,8470,3729,2164,178,36,2125,72,8,158,2360,2264,96
140,06,059,,,087105,Census Tract 871.05,4635,2176,1200,133,21,987,24,1,93,1518,1439,79
140,06,059,,,087106,Census Tract 871.06,5097,3392,963,75,20,566,21,15,45,1487,1341,146
140,06,059,,,087200,Census Tract 872,7643,4664,2088,190,17,526,42,9,107,2584,2482,102
140,06,059,,,087300,Census Tract 873,10413,7468,1426,219,13,1122,20,13,132,3321,2948,373
140,06,059,,,087401,Census Tract 874.01,3954,2560,762,63,3,502,16,1,47,1154,1070,84
140,06,059,,,087403,Census Tract 874.03,3186,2763,228,38,7,116,13,5,16,752,679,73
140,06,059,,,087404,Census Tract 874.04,3591,3199,222,24,9,102,6,6,23,795,766,29
140,06,059,,,087405,Census Tract 874.05,5912,5057,495,56,11,232,10,11,40,1381,1298,83
140,06,059,,,087503,Census Tract 875.03,6808,4546,1343,138,13,653,27,16,72,1843,1764,79
140,06,059,,,087504,Census Tract 875.04,7141,5790,649,71,27,481,55,15,53,1780,1582,198
140,06,059,,,087505,Census Tract 875.05,5222,3359,928,159,12,606,31,13,114,1432,1367,65
140,06,059,,,087601,Census Tract 876.01,4808,2517,1239,143,7,797,14,6,85,1474,1389,85
140,06,059,,,087602,Census Tract 876.02,7722,3871,2049,121,17,1534,21,18,91,2186,2090,96
140,06,059,,,087701,Census Tract 877.01,5323,2034,1555,180,23,1363,20,30,118,1678,1616,62
140,06,059,,,087703,Census Tract 877.03,6246,3522,1223,44,12,1251,58,12,124,1420,1367,53
140,06,059,,,087704,Census Tract 877.04,5061,2137,1381,122,7,1262,42,14,96,1367,1315,52
140,06,059,,,087801,Census Tract 878.01,5337,2364,1617,165,6,1021,19,12,133,1621,1557,64
140,06,059,,,087802,Census Tract 878.02,7146,3239,1844,198,23,1650,20,11,161,2254,2179,75
140,06,059,,,087803,Census Tract 878.03,5658,3826,462,144,5,1107,47,10,57,1372,1307,65
140,06,059,,,087805,Census Tract 878.05,6952,4111,1280,219,10,1138,86,12,96,1932,1807,125
140,06,059,,,087806,Census Tract 878.06,5702,3516,911,94,23,1027,34,23,74,1562,1472,90
140,06,059,,,087901,Census Tract 879.01,3638,1635,703,59,17,1143,13,3,65,1189,1156,33
140,06,059,,,087902,Census Tract 879.02,6039,3805,747,33,9,1332,34,7,72,1287,1259,28
140,06,059,,,088001,Census Tract 880.01,5004,1791,1296,70,8,1684,61,6,88,1282,1237,45
140,06,059,,,088002,Census Tract 880.02,3936,1120,1249,35,4,1432,7,7,82,1128,1082,46
140,06,059,,,088101,Census Tract 881.01,2078,839,792,41,6,329,14,3,54,677,645,32
140,06,059,,,088104,Census Tract 881.04,4780,1760,1397,89,13,1419,12,9,81,1494,1421,73
140,06,059,,,088105,Census Tract 881.05,4133,1258,1089,43,4,1652,22,6,59,1085,1046,39
140,06,059,,,088106,Census Tract 881.06,4638,1464,1266,62,33,1674,37,13,89,1685,1615,70
140,06,059,,,088107,Census Tract 881.07,5866,1409,1040,55,9,3204,16,5,128,1653,1573,80
140,06,059,,,088201,Census Tract 882.01,4022,1613,1149,57,8,1103,22,2,68,1099,1061,38
140,06,059,,,088202,Census Tract 882.02,3005,866,1015,41,3,1002,2,1,75,886,856,30
140,06,059,,,088203,Census Tract 882.03,4819,1681,1182,79,20,1761,19,13,64,1507,1411,96
140,06,059,,,088301,Census Tract 883.01,6430,2670,1672,50,16,1806,87,4,125,1750,1702,48
140,06,059,,,088302,Census Tract 883.02,6029,1567,1925,97,6,2290,29,4,111,1793,1734,59
140,06,059,,,088401,Census Tract 884.01,5317,2285,1410,47,16,1390,50,11,108,1311,1289,22
140,06,059,,,088402,Census Tract 884.02,4854,2833,810,78,4,1024,30,3,72,1298,1238,60
140,06,059,,,088403,Census Tract 884.03,6896,3820,1202,183,15,1494,39,11,132,1924,1852,72
140,06,059,,,088501,Census Tract 885.01,6785,3612,1095,50,16,1854,35,17,106,1824,1741,83
140,06,059,,,088502,Census Tract 885.02,5249,2815,793,59,15,1453,40,23,51,1434,1398,36
140,06,059,,,088601,Census Tract 886.01,6305,2049,1061,70,17,2980,53,7,68,2152,2072,80
140,06,059,,,088602,Census Tract 886.02,4433,1629,1023,58,7,1620,27,1,68,1337,1281,56
140,06,059,,,088701,Census Tract 887.01,6067,2073,1068,86,10,2658,44,13,115,1952,1875,77
140,06,059,,,088702,Census Tract 887.02,6107,1628,835,42,4,3433,52,11,102,1585,1537,48
140,06,059,,,088801,Census Tract 888.01,8343,2342,1025,123,21,4656,42,12,122,2614,2501,113
140,06,059,,,088802,Census Tract 888.02,5551,1785,827,56,2,2767,38,7,69,1471,1409,62
140,06,059,,,088901,Census Tract 889.01,6725,1149,873,55,10,4470,35,2,131,1723,1660,63
140,06,059,,,088902,Census Tract 889.02,5143,1454,518,29,4,3024,38,2,74,1200,1170,30
140,06,059,,,088903,Census Tract 889.03,8585,2316,745,25,15,5336,31,2,115,1949,1894,55
140,06,059,,,088904,Census Tract 889.04,5766,521,621,20,3,4478,15,5,103,1417,1398,19
140,06,059,,,088905,Census Tract 889.05,5282,942,587,21,0,3643,24,7,58,1350,1288,62
140,06,059,,,089001,Census Tract 890.01,7154,3154,369,24,5,3493,18,7,84,1671,1623,48
140,06,059,,,089003,Census Tract 890.03,4012,2408,303,29,9,1169,45,7,42,868,824,44
140,06,059,,,089004,Census Tract 890.04,7011,4366,507,46,7,1972,47,0,66,1821,1721,100
140,06,059,,,089102,Census Tract 891.02,7217,4686,837,85,11,1453,52,4,89,1622,1555,67
140,06,059,,,089104,Census Tract 891.04,5376,3835,281,33,4,1169,27,3,24,1357,1267,90
140,06,059,,,089105,Census Tract 891.05,6387,5609,92,9,3,655,4,4,11,1179,1135,44
140,06,059,,,089106,Census Tract 891.06,3973,2682,358,23,3,868,6,12,21,980,960,20
140,06,059,,,089107,Census Tract 891.07,5944,3129,788,43,14,1877,31,5,57,1283,1250,33
140,06,059,,,099202,Census Tract 992.02,8323,4510,927,66,36,2613,47,3,121,2012,1945,67
140,06,059,,,099203,Census Tract 992.03,6029,1239,1068,29,2,3599,20,0,72,1531,1503,28
140,06,059,,,099204,Census Tract 992.04,4729,598,1059,29,2,2952,21,13,55,1378,1347,31
140,06,059,,,099212,Census Tract 992.12,4914,1400,2452,64,16,823,22,6,131,1743,1661,82
140,06,059,,,099214,Census Tract 992.14,3498,371,2646,21,10,321,22,7,100,1451,1404,47
140,06,059,,,099215,Census Tract 992.15,5203,942,3411,35,14,514,37,16,234,1902,1841,61
140,06,059,,,099216,Census Tract 992.16,4000,537,2870,26,7,412,9,3,136,1476,1444,32
140,06,059,,,099217,Census Tract 992.17,2354,201,1867,23,3,195,6,2,57,890,870,20
140,06,059,,,099220,Census Tract 992.20,5115,582,3935,39,27,352,9,17,154,2440,2274,166
140,06,059,,,099222,Census Tract 992.22,4733,613,1244,13,9,2703,12,4,135,1659,1406,253
140,06,059,,,099223,Census Tract 992.23,5102,823,907,24,8,3238,3,4,95,1712,1568,144
140,06,059,,,099224,Census Tract 992.24,3521,299,1607,17,6,1473,21,1,97,1105,1091,14
140,06,059,,,099225,Census Tract 992.25,3348,279,1535,20,8,1368,6,12,120,1045,1026,19
140,06,059,,,099226,Census Tract 992.26,3889,507,1171,28,11,2071,12,3,86,1133,1112,21
140,06,059,,,099227,Census Tract 992.27,5922,1610,1776,91,2,2304,18,11,110,1953,1885,68
140,06,059,,,099229,Census Tract 992.29,6312,960,3154,71,8,1901,14,16,188,2512,2396,116
140,06,059,,,099230,Census Tract 992.30,4358,475,2945,29,6,705,16,14,168,1532,1502,30
140,06,059,,,099231,Census Tract 992.31,5488,422,3521,25,14,1308,8,10,180,1789,1766,23
140,06,059,,,099232,Census Tract 992.32,5325,521,3488,20,5,1132,7,13,139,1967,1931,36
140,06,059,,,099233,Census Tract 992.33,3419,363,1832,19,15,1044,14,8,124,1077,1062,15
140,06,059,,,099234,Census Tract 992.34,3466,360,1774,21,9,1185,8,3,106,1232,1200,32
140,06,059,,,099235,Census Tract 992.35,4619,739,3196,40,16,442,19,6,161,2013,1928,85
140,06,059,,,099237,Census Tract 992.37,3583,371,2655,20,9,381,11,7,129,1250,1229,21
140,06,059,,,099238,Census Tract 992.38,4031,358,2839,22,13,672,9,11,107,1392,1378,14
140,06,059,,,099239,Census Tract 992.39,3924,340,2888,14,10,543,10,2,117,1382,1351,31
